"","LF_Number","LF_Name","total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","HPDG_total_prop","HPDG_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"19",33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"20",35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"21",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"22",42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"23",43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"24",44,"LF44: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"25",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"26",49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"27",51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"28",52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"29",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"30",54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"31",55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"32",56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"33",57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"34",58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"35",59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"36",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"37",61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"38",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"39",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"40",64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"41",39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"42",1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"43",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"44",20,"LF20: Mortality or fitness reduction due to redd overspawn",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"45",21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"46",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"47",34,"LF34: Mortality or fitness reduction due to competition from invasive species",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"48",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"49",4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"50",5,"LF5: Mortality or fitness reduction due to competition with invasive species",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"51",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"52",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"53",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"54",15,"LF15: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"55",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"56",18,"LF18: Mortality due to redd disturbance by humans",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"57",27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"58",28,"LF28: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"59",29,"LF29: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"60",30,"LF30: Mortality or fitness reduction as a result of elevated predation",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"61",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"62",40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"63",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"64",47,"LF47: Mortality or fitness reduction due to elevated predation",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"65",48,"LF48: Mortality or fitness reduction due to predation by invasive species",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"66",65,"LF65: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"67",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"68",67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
