"","X","LF_Number","LF_Name","total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","HPDG_total_prop","HPDG_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"48",48,64,"LF64: Mortality or fitness reduction due to increases in salinity",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"49",49,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",22,0,0,0,0,0,0,0.590909090909091,13,0.0454545454545455,1,0.363636363636364,8,0,0
"50",50,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0,0,0.590909090909091,13,0.0454545454545455,1,0.0909090909090909,2,0.272727272727273,6
"51",51,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"52",52,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"53",53,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0,0,0.5,11,0,0,0,0,0.5,11
"54",54,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"55",55,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"56",56,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0,0,0.0909090909090909,2,0.545454545454545,12
"57",57,29,"LF29: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.181818181818182,4,0,0,0.136363636363636,3,0.681818181818182,15
"58",58,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",22,0,0,0,0,0,0,0.0454545454545455,1,0.0454545454545455,1,0.818181818181818,18,0.0909090909090909,2
"59",59,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.954545454545455,21
"60",60,5,"LF5: Mortality or fitness reduction due to competition with invasive species",22,0,0,0,0,0,0,0,0,0.0909090909090909,2,0.772727272727273,17,0.136363636363636,3
"61",61,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",22,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.863636363636364,19,0.0909090909090909,2
"62",62,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.0454545454545455,1,0.909090909090909,20
"63",63,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0,0,0,0,0,0,1,22,0,0
"64",64,34,"LF34: Mortality or fitness reduction due to competition from invasive species",22,0,0,0,0,0,0,0,0,0,0,0.954545454545455,21,0.0454545454545455,1
"65",65,48,"LF48: Mortality or fitness reduction due to predation by invasive species",22,0,0,0,0,0,0,0,0,0,0,0.863636363636364,19,0.136363636363636,3
"66",66,18,"LF18: Mortality due to redd disturbance by humans",22,0,0,0,0,0,0,0,0,0,0,0.818181818181818,18,0.181818181818182,4
"67",67,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",22,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.954545454545455,21
"68",68,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",22,0,0,0,0,0,0,0,0,0,0,0,0,1,22
"69",1,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",22,0.272727272727273,6,0.0454545454545455,1,0,0,0.545454545454545,12,0,0,0,0,0.136363636363636,3
"70",2,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",22,0.272727272727273,6,0,0,0,0,0.545454545454545,12,0,0,0,0,0.181818181818182,4
"71",3,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",22,0.227272727272727,5,0.181818181818182,4,0,0,0.227272727272727,5,0.0454545454545455,1,0.0909090909090909,2,0.227272727272727,5
"72",4,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",22,0.227272727272727,5,0.181818181818182,4,0,0,0.0909090909090909,2,0.136363636363636,3,0.0454545454545455,1,0.318181818181818,7
"73",5,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",22,0.227272727272727,5,0.0909090909090909,2,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,2,0.272727272727273,6,0.227272727272727,5
"74",6,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",22,0.227272727272727,5,0.0454545454545455,1,0,0,0.636363636363636,14,0,0,0,0,0.0909090909090909,2
"75",7,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",22,0.181818181818182,4,0.227272727272727,5,0,0,0.181818181818182,4,0.0909090909090909,2,0.0454545454545455,1,0.272727272727273,6
"76",8,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",22,0.181818181818182,4,0.181818181818182,4,0,0,0.363636363636364,8,0.181818181818182,4,0.0454545454545455,1,0.0454545454545455,1
"77",9,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0.136363636363636,3,0.272727272727273,6,0,0,0,0,0.409090909090909,9,0.0909090909090909,2,0.0909090909090909,2
"78",10,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",22,0.136363636363636,3,0.136363636363636,3,0.227272727272727,5,0.181818181818182,4,0.136363636363636,3,0.0909090909090909,2,0.0909090909090909,2
"79",11,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",22,0.136363636363636,3,0.136363636363636,3,0,0,0,0,0.181818181818182,4,0.409090909090909,9,0.136363636363636,3
"80",12,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",22,0.0909090909090909,2,0.181818181818182,4,0.181818181818182,4,0.136363636363636,3,0.227272727272727,5,0.0909090909090909,2,0.0909090909090909,2
"81",13,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",22,0.0909090909090909,2,0.0454545454545455,1,0,0,0.681818181818182,15,0.0454545454545455,1,0,0,0.136363636363636,3
"82",14,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",22,0.0909090909090909,2,0,0,0.0909090909090909,2,0.636363636363636,14,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,2
"83",15,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",22,0.0909090909090909,2,0,0,0,0,0.272727272727273,6,0.136363636363636,3,0.454545454545455,10,0.0454545454545455,1
"84",16,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",22,0.0909090909090909,2,0,0,0,0,0,0,0.181818181818182,4,0.727272727272727,16,0,0
"85",17,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",22,0.0454545454545455,1,0.136363636363636,3,0,0,0.272727272727273,6,0,0,0.181818181818182,4,0.363636363636364,8
"86",18,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",22,0.0454545454545455,1,0.136363636363636,3,0,0,0.181818181818182,4,0.181818181818182,4,0.0909090909090909,2,0.363636363636364,8
"87",19,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",22,0.0454545454545455,1,0.0454545454545455,1,0,0,0.727272727272727,16,0.0454545454545455,1,0,0,0.136363636363636,3
"88",20,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",22,0.0454545454545455,1,0.0454545454545455,1,0,0,0.545454545454545,12,0.0454545454545455,1,0.0454545454545455,1,0.272727272727273,6
"89",21,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",22,0.0454545454545455,1,0,0,0,0,0.863636363636364,19,0,0,0.0909090909090909,2,0,0
"90",22,9,"LF9: Mortality or fitness reduction due to fishing",22,0,0,0.136363636363636,3,0.272727272727273,6,0,0,0.136363636363636,3,0.363636363636364,8,0.0909090909090909,2
"91",23,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",22,0,0,0.0909090909090909,2,0.136363636363636,3,0.454545454545455,10,0.181818181818182,4,0.136363636363636,3,0,0
"92",24,65,"LF65: Mortality or fitness reduction due to deleterious substances",22,0,0,0.0909090909090909,2,0,0,0.318181818181818,7,0.181818181818182,4,0,0,0.409090909090909,9
"93",25,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",22,0,0,0.0454545454545455,1,0.0909090909090909,2,0.363636363636364,8,0.136363636363636,3,0.363636363636364,8,0,0
"94",26,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",22,0,0,0.0454545454545455,1,0,0,0.727272727272727,16,0.0454545454545455,1,0.0454545454545455,1,0.136363636363636,3
"95",27,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",22,0,0,0.0454545454545455,1,0,0,0.727272727272727,16,0.0454545454545455,1,0.0454545454545455,1,0.136363636363636,3
"96",28,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",22,0,0,0.0454545454545455,1,0,0,0.727272727272727,16,0,0,0.0454545454545455,1,0.181818181818182,4
"97",29,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0.0454545454545455,1,0,0,0.590909090909091,13,0,0,0,0,0.363636363636364,8
"98",30,30,"LF30: Mortality or fitness reduction as a result of elevated predation",22,0,0,0.0454545454545455,1,0,0,0.318181818181818,7,0.0454545454545455,1,0,0,0.590909090909091,13
"99",31,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",22,0,0,0.0454545454545455,1,0,0,0.136363636363636,3,0.181818181818182,4,0.636363636363636,14,0,0
"100",32,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",22,0,0,0.0454545454545455,1,0,0,0,0,0.181818181818182,4,0.636363636363636,14,0.136363636363636,3
"101",33,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",22,0,0,0,0,0.0909090909090909,2,0.636363636363636,14,0.0909090909090909,2,0.0909090909090909,2,0.0909090909090909,2
"102",34,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0,0,0,0,0.0454545454545455,1,0.863636363636364,19,0,0,0,0,0.0909090909090909,2
"103",35,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0.0454545454545455,1,0.590909090909091,13,0,0,0.0909090909090909,2,0.272727272727273,6
"104",36,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0,0,0,0,0.0454545454545455,1,0.590909090909091,13,0,0,0,0,0.363636363636364,8
"105",37,20,"LF20: Mortality or fitness reduction due to redd overspawn",22,0,0,0,0,0.0454545454545455,1,0.454545454545455,10,0.0454545454545455,1,0.454545454545455,10,0,0
"106",38,15,"LF15: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0.0454545454545455,1,0.363636363636364,8,0,0,0.136363636363636,3,0.454545454545455,10
"107",39,47,"LF47: Mortality or fitness reduction due to elevated predation",22,0,0,0,0,0.0454545454545455,1,0,0,0.136363636363636,3,0.681818181818182,15,0.136363636363636,3
"108",40,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.0454545454545455,1,0.909090909090909,20
"109",41,19,"LF19: Mortality or fitness reduction due to early alevin emergence",22,0,0,0,0,0,0,0.772727272727273,17,0.0454545454545455,1,0,0,0.181818181818182,4
"110",42,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0,0,0.681818181818182,15,0,0,0.0909090909090909,2,0.227272727272727,5
"111",43,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",22,0,0,0,0,0,0,0.636363636363636,14,0.0454545454545455,1,0.318181818181818,7,0,0
"112",44,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"113",45,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"114",46,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"115",47,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"116",48,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"117",49,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"118",50,64,"LF64: Mortality or fitness reduction due to increases in salinity",22,0,0,0,0,0,0,0.636363636363636,14,0,0,0,0,0.363636363636364,8
"119",51,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",22,0,0,0,0,0,0,0.590909090909091,13,0.0909090909090909,2,0.318181818181818,7,0,0
"120",52,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"121",53,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.590909090909091,13,0,0,0,0,0.409090909090909,9
"122",54,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0,0,0,0,0,0,0.5,11,0,0,0,0,0.5,11
"123",55,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"124",56,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",22,0,0,0,0,0,0,0.454545454545455,10,0,0,0,0,0.545454545454545,12
"125",57,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",22,0,0,0,0,0,0,0.363636363636364,8,0.0909090909090909,2,0,0,0.545454545454545,12
"126",58,29,"LF29: Mortality or fitness reduction due to deleterious substances",22,0,0,0,0,0,0,0.181818181818182,4,0,0,0.136363636363636,3,0.681818181818182,15
"127",59,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",22,0,0,0,0,0,0,0.0454545454545455,1,0.0909090909090909,2,0.772727272727273,17,0.0909090909090909,2
"128",60,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.954545454545455,21
"129",61,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",22,0,0,0,0,0,0,0,0,0.227272727272727,5,0.681818181818182,15,0.0909090909090909,2
"130",62,18,"LF18: Mortality due to redd disturbance by humans",22,0,0,0,0,0,0,0,0,0.181818181818182,4,0.636363636363636,14,0.181818181818182,4
"131",63,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0,0,0,0,0.136363636363636,3,0.863636363636364,19,0,0
"132",64,34,"LF34: Mortality or fitness reduction due to competition from invasive species",22,0,0,0,0,0,0,0,0,0.136363636363636,3,0.818181818181818,18,0.0454545454545455,1
"133",65,48,"LF48: Mortality or fitness reduction due to predation by invasive species",22,0,0,0,0,0,0,0,0,0.136363636363636,3,0.727272727272727,16,0.136363636363636,3
"134",66,5,"LF5: Mortality or fitness reduction due to competition with invasive species",22,0,0,0,0,0,0,0,0,0.0909090909090909,2,0.772727272727273,17,0.136363636363636,3
"135",67,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",22,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.954545454545455,21
"136",68,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",22,0,0,0,0,0,0,0,0,0,0,0,0,1,22
